36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,27,UVB,,,,,,12,12,0,0,0,,,693.96,76.02,21.95,,,,,,12,12,0.353,2520,20,2,8,770.7464949,147.3919226,27.36999292,220,36b,2520,Raw Data,Individual,,0.104945197,0.004047508,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,27,UVB,,,,,,12,12,0,0,0,,,693.96,76.02,21.95,,,,,,12,12,0.7,2520,2.5,1,8,896.5811966,125.486368,24.14986277,220,36b,2520,Raw Data,Individual,,0.256174538,0.002632436,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,27,UVB,,,,,,12,12,0,0,0,,,693.96,76.02,21.95,,,,,,12,12,0.7,2520,10,1,8,896.5811966,125.486368,24.14986277,220,36b,2520,Raw Data,Individual,,0.256174538,0.002632436,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,27,UVB,,,,,,12,12,0,0,0,,,693.96,76.02,21.95,,,,,,12,12,0.7,2520,20,1,8,896.5811966,125.486368,24.14986277,220,36b,2520,Raw Data,Individual,,0.256174538,0.002632436,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Gene and Cellular Processes,DNA Damage,DNA Damage,Whole Body Homogenate,22,UVB,,,,,,8,8,0,0,0,4,1,15.831,8.12,2.87,,,,,,8,8,0.087,2500,2.5,2,1,12.43,7.69,2.72,218,36c,2500,Raw Data,Individual,yes,0.241857138,0.080728794,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Gene and Cellular Processes,DNA Damage,DNA Damage,Whole Body Homogenate,22,UVB,,,,,,8,8,0,0,0,4,1,15.835,8.12,2.87,,,,,,8,8,0.353,2500,2.5,8,1,14.37,8.51,3.01,218,36c,2500,Raw Data,Individual,yes,0.09707998,0.076707449,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Gene and Cellular Processes,DNA Damage,DNA Damage,Whole Body Homogenate,22,UVB,,,,,,8,8,0,0,0,4,1,15.836,8.12,2.87,,,,,,8,8,0.7,2500,2.5,1,1,10.19,7.3,2.58,218,36c,2500,Raw Data,Individual,yes,0.440878982,0.097016388,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,25,3.08,0.77,,,,,,16,16,0.087,2505.6,2.5,8,8,24.48453608,3.6,0.9,221,36d,2505.6,Raw Data,Individual,,-0.020834087,0.002299783,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,25,3.08,0.77,,,,,,16,16,0.087,2505.6,10,8,8,27.19072165,2.56,0.64,221,36d,2505.6,Raw Data,Individual,,0.083999974,0.001502651,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,25,3.08,0.77,,,,,,16,16,0.087,2505.6,20,8,8,27.5128866,2.56,0.64,221,36d,2505.6,Raw Data,Individual,,0.095778674,0.001489753,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.28,2.56,0.64,,,,,,16,16,0.087,2505.6,2.5,8,23,29.05927835,3.6,0.9,222,36e,2505.6,Raw Data,Individual,,-0.041149604,0.001405947,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.28,2.56,0.64,,,,,,16,16,0.087,2505.6,10,8,23,32.73195876,4.12,1.03,222,36e,2505.6,Raw Data,Individual,,0.077864504,0.00143695,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.28,2.56,0.64,,,,,,16,16,0.087,2505.6,20,8,23,31.44329897,3.6,0.9,222,36e,2505.6,Raw Data,Individual,,0.037698463,0.001266006,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.66494845,5.16,1.29,,,,,,16,16,0.087,2505.6,2.5,8,37,34.53608247,4.64,1.16,223,36f,2505.6,Raw Data,Individual,,-0.003724399,0.002512994,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.66494845,5.16,1.29,,,,,,16,16,0.087,2505.6,10,8,37,38.53092784,5.68,1.42,223,36f,2505.6,Raw Data,Individual,,0.105732194,0.002743017,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.66494845,5.16,1.29,,,,,,16,16,0.087,2505.6,20,8,37,36.21134021,4.64,1.16,223,36f,2505.6,Raw Data,Individual,,0.04364329,0.002411024,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,37.75773196,7.2,1.8,,,,,,16,16,0.087,2505.6,2.5,8,52,38.27319588,8.72,2.18,224,36g,2505.6,Raw Data,Individual,,0.01355953,0.005516972,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,37.75773196,7.2,1.8,,,,,,16,16,0.087,2505.6,10,8,52,43.68556701,6.72,1.68,224,36g,2505.6,Raw Data,Individual,,0.145827498,0.003751566,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,37.75773196,7.2,1.8,,,,,,16,16,0.087,2505.6,20,8,52,41.62371134,6.72,1.68,224,36g,2505.6,Raw Data,Individual,,0.097479714,0.003901713,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,24.68513854,2,0.5,,,,,,16,16,0.353,2541.6,2.5,2,8,25.18891688,3.52,0.88,225,36h,2541.6,Raw Data,Individual,,0.020202707,0.001630793,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,24.68513854,2,0.5,,,,,,16,16,0.353,2541.6,10,2,8,27.20403023,3.52,0.88,225,36h,2541.6,Raw Data,Individual,,0.097163749,0.001456672,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,24.68513854,2,0.5,,,,,,16,16,0.353,2541.6,20,2,8,29.34508816,3.04,0.76,225,36h,2541.6,Raw Data,Individual,,0.172923794,0.001081012,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.16372796,2.04,0.51,,,,,,16,16,0.353,2541.6,2.5,2,23,29.21914358,4.04,1.01,226,36i,2541.6,Raw Data,Individual,,-0.031816045,0.001480706,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.16372796,2.04,0.51,,,,,,16,16,0.353,2541.6,10,2,23,32.61964736,4.04,1.01,226,36i,2541.6,Raw Data,Individual,,0.078274645,0.001244574,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.16372796,2.04,0.51,,,,,,16,16,0.353,2541.6,20,2,23,34.697733,2,0.5,226,36i,2541.6,Raw Data,Individual,,0.140034212,0.000493524,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.50881612,4.52,1.13,,,,,,16,16,0.353,2541.6,2.5,2,37,33.8790932,3.52,0.88,227,36j,2541.6,Raw Data,Individual,,-0.018416727,0.001746938,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.50881612,4.52,1.13,,,,,,16,16,0.353,2541.6,10,2,37,37.78337531,4.04,1.01,227,36j,2541.6,Raw Data,Individual,,0.090654368,0.001786816,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.50881612,4.52,1.13,,,,,,16,16,0.353,2541.6,20,2,37,40.55415617,2.52,0.63,227,36j,2541.6,Raw Data,Individual,,0.161423439,0.001313581,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,37.72040302,4.04,1.01,,,,,,16,16,0.353,2541.6,2.5,2,52,38.28715365,6.08,1.52,228,36k,2541.6,Raw Data,Individual,,0.014913284,0.002293042,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,37.72040302,4.04,1.01,,,,,,16,16,0.353,2541.6,10,2,52,41.68765743,6.04,1.51,228,36k,2541.6,Raw Data,Individual,,0.100003958,0.002028967,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,37.72040302,4.04,1.01,,,,,,16,16,0.353,2541.6,20,2,52,43.82871537,6.04,1.51,228,36k,2541.6,Raw Data,Individual,,0.150088062,0.001903913,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,24.70197377,2,0.5,,,,,,16,16,0.7,2520,2.5,1,8,25.205539,2.52,0.63,229,36l,2520,Raw Data,Individual,,0.020180622,0.001034435,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,24.70197377,2,0.5,,,,,,16,16,0.7,2520,10,1,8,25.07959442,4.04,1.01,229,36l,2520,Raw Data,Individual,,0.015171394,0.002031527,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,8,24.70197377,2,0.5,,,,,,16,16,0.7,2520,20,1,8,26.21330878,2,0.5,229,36l,2520,Raw Data,Individual,,0.0593841,0.000773538,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.14891722,2.04,0.51,,,,,,16,16,0.7,2520,2.5,1,23,31.78619681,2,0.5,230,36m,2520,Raw Data,Individual,,0.052883124,0.000533588,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.14891722,2.04,0.51,,,,,,16,16,0.7,2520,10,1,23,32.54207743,3.56,0.89,230,36m,2520,Raw Data,Individual,,0.076384933,0.001034131,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,23,30.14891722,2.04,0.51,,,,,,16,16,0.7,2520,20,1,23,32.29018826,2.04,0.51,230,36m,2520,Raw Data,Individual,,0.068614406,0.000535611,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.58659916,4.56,1.14,,,,,,16,16,0.7,2520,2.5,1,37,36.97954626,3.52,0.88,231,36n,2520,Raw Data,Individual,,0.066898656,0.001652705,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.58659916,4.56,1.14,,,,,,16,16,0.7,2520,10,1,37,36.09793417,5.04,1.26,231,36n,2520,Raw Data,Individual,,0.042769339,0.002304773,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,37,34.58659916,4.56,1.14,,,,,,16,16,0.7,2520,20,1,37,38.74277044,3.04,0.76,231,36n,2520,Raw Data,Individual,,0.11347787,0.00147122,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,38.01842925,4.04,1.01,,,,,,16,16,0.7,2520,2.5,1,52,43.43425948,5.52,1.38,232,36o,2520,Raw Data,Individual,,0.133177496,0.001715226,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,38.01842925,4.04,1.01,,,,,,16,16,0.7,2520,10,1,52,41.35617384,7.04,1.76,232,36o,2520,Raw Data,Individual,,0.084150695,0.002516865,Lundsgaard et al (2021),
36,2021,Amphibian,Litoria caerulea,Litoria caerulea,Larva,Wild,Wild,"Dalby, Australia",-27.182,151.2621,Tropical,Aquatic,Whole Animal Performance,Growth,Final Length,Whole Animal,22.5,UVB,,,,,,16,16,0,0,0,0,52,38.01842925,4.04,1.01,,,,,,16,16,0.7,2520,20,1,52,44.69370533,5.52,1.38,232,36o,2520,Raw Data,Individual,,0.161761649,0.001659134,Lundsgaard et al (2021),
37,2001,Bird,Gallus gallus domesticus,Gallus gallus,Juvenile,Captivity ,Captive,Not specified,,,Temperate,Terrestrial,Gene and Cellular Processes,Hormonal Stress Response,Corticosterone,Blood Plasma,22,UVA,,,,,8,8,8,0,0,0,0,3,11.71,5.99,2.12,,,,,8,8,8,,,,,3,8.26,2.4,0.85,233,37a,,Standard Error,Tank Replicate,,-0.34901859,0.043260604,Maddocks et al (2001),
37,2001,Bird,Gallus gallus domesticus,Gallus gallus,Juvenile,Captivity ,Captive,Not specified,,,Temperate,Terrestrial,Gene and Cellular Processes,Hormonal Stress Response,Corticosterone,Blood Plasma,22,UVA,,,,,8,8,8,0,0,0,0,8,10.85,5.43,1.92,,,,,8,8,8,,,,,8,5.86,0.42,0.15,234,37b,,Standard Error,Tank Replicate,,-0.616015476,0.031949746,Maddocks et al (2001),
37,2001,Bird,Gallus gallus domesticus,Gallus gallus,Juvenile,Captivity ,Captive,Not specified,,,Temperate,Terrestrial,Gene and Cellular Processes,Hormonal Stress Response,Corticosterone,Blood Plasma,22,UVA,,,,,8,8,8,0,0,0,0,14,7.59,2.06,0.73,,,,,8,8,8,,,,,14,6.42,0.905,0.32,235,37c,,Standard Error,Tank Replicate,,-0.167413474,0.011691824,Maddocks et al (2001),
37,2001,Bird,Gallus gallus domesticus,Gallus gallus,Juvenile,Captivity ,Captive,Not specified,,,Temperate,Terrestrial,Gene and Cellular Processes,Hormonal Stress Response,Corticosterone,Blood Plasma,22,UVA,,,,,8,8,8,0,0,0,0,28,6.65,4.21,1.49,,,,,8,8,8,,,,,28,7.23,4.07,1.44,236,37d,,Standard Error,Tank Replicate,,0.083622182,0.089710801,Maddocks et al (2001),
38,2012,Fish,Pimephales promelas,Pimephales promelas,Adult,Wild,Wild,University of Saskatchewan,52.1334,-106.6314,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,19,UVB,,,2.9,4.97,16,4,16,0,0,0,8,4,34.46,53.96,13.49,,,2.9,4.97,24,8,24,250,7200000,28800,8,4,311.61,220.1601381,44.94,237,38a,7200000,Standard Error,Tank Replicate,yes,-2.201953175,0.174046528,Manek et al (2012),
39,2006,Fish,Cyprinus carpio,Cyprinus carpio,Juvenile,Not Specified,Not Specified,Not specified,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,20,UVB,,,80,,2,13,2,0,0,0,,1,299,53.74011537,38,,,80,,2,13,2,0.74,500,0.5,0.187687688,1,199,45.254834,32,236,39a,500,,,yes,0.407138749,0.042009877,Markkula et al (2006),
39,2006,Fish,Cyprinus carpio,Cyprinus carpio,Juvenile,Not Specified,Not Specified,Not specified,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,20,UVB,,,80,,2,13,2,0,0,0,,1,299,53.74011537,38,,,80,,2,13,2,0.74,2500,2.5,0.938438438,1,241,33.9411255,24,236,39a,2500,,,yes,0.21564664,0.026069129,Markkula et al (2006),
39,2006,Fish,Cyprinus carpio,Cyprinus carpio,Juvenile,Not Specified,Not Specified,Not specified,,,Subtropical,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,20,UVB,,,80,,2,13,2,0,0,0,,1,299,53.74011537,38,,,80,,2,13,2,0.74,5000,5,1.876876877,1,325,52.32590181,37,236,39a,5000,,,yes,-0.083381609,0.029112891,Markkula et al (2006),
39,2006,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Not Specified,Not Specified,Not specified,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,13,UVB,,,52,,2,9,2,0,0,0,,1,27,5.656854249,4,,,52,,2,9,2,0.74,500,0.5,0.187687688,1,27,7.071067812,5,237,39b,500,,,yes,0,0.056241427,Markkula et al (2006),
39,2006,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Not Specified,Not Specified,Not specified,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,13,UVB,,,52,,2,9,2,0,0,0,,1,27,5.656854249,4,,,52,,2,9,2,0.74,2500,2.5,0.938438438,1,29,8.485281374,6,237,39b,2500,,,yes,-0.071458964,0.064754057,Markkula et al (2006),
39,2006,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Not Specified,Not Specified,Not specified,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,13,UVB,,,52,,2,9,2,0,0,0,,1,27,5.656854249,4,,,52,,2,9,2,0.74,5000,5,1.876876877,1,45,14.14213562,10,237,39b,5000,,,yes,-0.510825624,0.07133059,Markkula et al (2006),
40,2007,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Fish Farm,Captive,Not specified,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,15,UVB,,,42,,3,18,3,,,,,6,12,3.464101615,2,,,42,,3,30,3,0.028,1500,9,0.25,6,28,13.85640646,8,238.1,40a,1500,Standard Error,Tank Replicate,yes,-0.84729786,0.109410431,Markkula et al (2007),
40,2007,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Fish Farm,Captive,Not specified,,,Temperate,Aquatic,Tissue/Organ System,Cardiorespiratory Function,Hematocrit,Blood Plasma,15,UVB,,,42,,3,18,3,,,,,6,52,1.732050808,1,,,42,,3,30,3,0.028,1500,9,0.25,6,47,1.732050808,1,238,40b,1500,Standard Error,Tank Replicate,,-0.101096117,0.000822516,Markkula et al (2007),
41,2009,Fish,Cyprinus carpio,Cyprinus carpio,Juvenile,Fish Farm,Captive,Finland,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,20,UVB,,,73,,2,6,2,,,,,,237,48.08326112,34,,,73,,2,6,2,0.74,70,0.34,1.876876877,42,323,74.95331881,53,239.1,41a,70,Standard Error,Tank Replicate,yes,-0.309592182,0.047505188,Markkula et al (2009),
41,2009,Fish,Cyprinus carpio,Cyprinus carpio,Juvenile,Fish Farm,Captive,Finland,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,20,UVB,,,73,,2,6,2,,,,,,237,48.08326112,34,,,73,,2,6,2,0.74,200,0.97,0.187687688,42,173,36.76955262,26,239.1,41a,200,Standard Error,Tank Replicate,yes,0.314768547,0.043167536,Markkula et al (2009),
41,2009,Fish,Cyprinus carpio,Cyprinus carpio,Juvenile,Fish Farm,Captive,Finland,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,20,UVB,,,73,,2,6,2,,,,,,237,48.08326112,34,,,73,,2,6,2,0.74,600,2.9,0.938438438,42,178,22.627417,16,239.1,41a,600,Standard Error,Tank Replicate,yes,0.286276591,0.028660535,Markkula et al (2009),
41,2009,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Fish Farm,Captive,Finland,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,12,UVB,,,65,,2,6,2,,,,,,22,5.656854249,4,,,65,,2,6,2,0.74,70,0.34,1.876876877,42,41,5.656854249,4,240.1,41b,70,Standard Error,Tank Replicate,yes,-0.622529613,0.042575995,Markkula et al (2009),
41,2009,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Fish Farm,Captive,Finland,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,12,UVB,,,65,,2,6,2,,,,,,22,5.656854249,4,,,65,,2,6,2,0.74,200,0.97,14.88095238,42,42,16.97056275,12,240.1,41b,200,Standard Error,Tank Replicate,yes,-0.646627165,0.114690504,Markkula et al (2009),
41,2009,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Juvenile,Fish Farm,Captive,Finland,,,Temperate,Aquatic,Gene and Cellular Processes,Hormonal Stress Response,Cortisol,Blood Plasma,12,UVB,,,65,,2,6,2,,,,,,22,5.656854249,4,,,65,,2,6,2,0.74,600,2.9,14.88095238,42,38,9.899494937,7,240.1,41b,600,Standard Error,Tank Replicate,yes,-0.546543706,0.066991369,Markkula et al (2009),
41,2009,Fish,Cyprinus carpio,Cyprinus carpio,Juvenile,Fish Farm,Captive,Finland,,,Temperate,Aquatic,Tissue/Organ System,Cardiorespiratory Function,Hematocrit,Blood Plasma,20,UVB,,,73,,2,6,2,,,,,,41,1.414213562,1,,,73,,2,6,2,0.74,70,1.2,0.026276276,42,40,1.414213562,1,239,41c,70,Standard Error,Tank Replicate,,-0.024692613,0.001219884,Markkula et al (2009),
